dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value
p7EP9qMVwqg,202405,KYB11OcHLUo,KEYtOYaTX8f,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,KXYtnasHRY1,,5
p7EP9qMVwqg,202405,KYB11OcHLUo,LNnXcqLQysq,,1
p7EP9qMVwqg,202405,KYB11OcHLUo,q05S3F3dR5x,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,zZ9qcv1TDrd,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,TQ1rNJaFOXG,,1
p7EP9qMVwqg,202405,KYB11OcHLUo,VnG1bujYXFO,,16
p7EP9qMVwqg,202405,KYB11OcHLUo,q6626ce9TuF,,3
p7EP9qMVwqg,202405,KYB11OcHLUo,yWgePqkmmHt,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,l3prxMDlmR2,,1
p7EP9qMVwqg,202405,KYB11OcHLUo,BkPc3fi0d9y,,3
p7EP9qMVwqg,202405,KYB11OcHLUo,YE2FhUwTqmw,,1
p7EP9qMVwqg,202405,KYB11OcHLUo,ggKrFA13JV4,,7
p7EP9qMVwqg,202405,KYB11OcHLUo,DnVRKKNTMBf,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,DZdOUyhJ7jY,,3
p7EP9qMVwqg,202405,KYB11OcHLUo,Oi2gHeBaXlg,,2
p7EP9qMVwqg,202405,KYB11OcHLUo,z1BDHlCs6ZQ,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,tYUgvzb1vme,,5
xS1Lke6V3Mi,202405,KYB11OcHLUo,h1WIloP9kCN,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,JQvmQoGt2fF,,4
xS1Lke6V3Mi,202405,KYB11OcHLUo,rHGpmF6nIpk,,5
xS1Lke6V3Mi,202405,KYB11OcHLUo,qLX4sVePBgY,,3
xS1Lke6V3Mi,202405,KYB11OcHLUo,gEJ6qioKAKT,,2
xS1Lke6V3Mi,202405,KYB11OcHLUo,Ef4KxbjGxbT,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,kwtmCrGyQXV,,2
xS1Lke6V3Mi,202405,KYB11OcHLUo,XEpB6AWLFsL,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,PwQQZZ869V5,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,XVVWpHSO2oX,,1
xS1Lke6V3Mi,202405,KYB11OcHLUo,rvysI7BkacY,,2
xS1Lke6V3Mi,202405,KYB11OcHLUo,CIOzXSqTsag,,1
afMU582wyjr,202405,LkGWB1A0zSy,l3prxMDlmR2,,1
afMU582wyjr,202405,LkGWB1A0zSy,c6giVLetbtS,,2
afMU582wyjr,202405,LkGWB1A0zSy,DnVRKKNTMBf,,1
afMU582wyjr,202405,LkGWB1A0zSy,FWUa85QQgwr,,1
afMU582wyjr,202405,LkGWB1A0zSy,Bkx1ls085wh,,1
afMU582wyjr,202405,LkGWB1A0zSy,q05S3F3dR5x,,1
afMU582wyjr,202405,LkGWB1A0zSy,bcE84lWmc6J,,1
afMU582wyjr,202405,LkGWB1A0zSy,VnG1bujYXFO,,1
afMU582wyjr,202405,LkGWB1A0zSy,d6H2uRuFu1t,,1
afMU582wyjr,202405,LkGWB1A0zSy,KXYtnasHRY1,,1
afMU582wyjr,202405,LkGWB1A0zSy,nAmNxGivtZp,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,d6H2uRuFu1t,,5
p7EP9qMVwqg,202405,LkGWB1A0zSy,Bkx1ls085wh,,8
p7EP9qMVwqg,202405,LkGWB1A0zSy,l3prxMDlmR2,,3
p7EP9qMVwqg,202405,LkGWB1A0zSy,c6giVLetbtS,,7
p7EP9qMVwqg,202405,LkGWB1A0zSy,DnVRKKNTMBf,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,FWUa85QQgwr,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,q05S3F3dR5x,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,bcE84lWmc6J,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,VnG1bujYXFO,,3
p7EP9qMVwqg,202405,LkGWB1A0zSy,nAmNxGivtZp,,3
p7EP9qMVwqg,202405,LkGWB1A0zSy,KXYtnasHRY1,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,ggKrFA13JV4,,5
p7EP9qMVwqg,202405,LkGWB1A0zSy,z1BDHlCs6ZQ,,1
p7EP9qMVwqg,202405,LkGWB1A0zSy,urBNBOj7wJ6,,2
xS1Lke6V3Mi,202405,LkGWB1A0zSy,gEJ6qioKAKT,,1
xS1Lke6V3Mi,202405,LkGWB1A0zSy,kwtmCrGyQXV,,5
xS1Lke6V3Mi,202405,LkGWB1A0zSy,rvysI7BkacY,,4
xS1Lke6V3Mi,202405,LkGWB1A0zSy,tYUgvzb1vme,,6
xS1Lke6V3Mi,202405,LkGWB1A0zSy,rHGpmF6nIpk,,2
xS1Lke6V3Mi,202405,LkGWB1A0zSy,qLX4sVePBgY,,2
afMU582wyjr,202405,Me0dT6DRkKk,nAmNxGivtZp,,2
afMU582wyjr,202405,Me0dT6DRkKk,d6H2uRuFu1t,,4
afMU582wyjr,202405,Me0dT6DRkKk,FWUa85QQgwr,,1
afMU582wyjr,202405,Me0dT6DRkKk,Bkx1ls085wh,,3
afMU582wyjr,202405,Me0dT6DRkKk,VnG1bujYXFO,,3
afMU582wyjr,202405,Me0dT6DRkKk,c6giVLetbtS,,1
afMU582wyjr,202405,Me0dT6DRkKk,q6626ce9TuF,,1
afMU582wyjr,202405,Me0dT6DRkKk,KEYtOYaTX8f,,1
afMU582wyjr,202405,Me0dT6DRkKk,zZ9qcv1TDrd,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,nAmNxGivtZp,,15
p7EP9qMVwqg,202405,Me0dT6DRkKk,Bkx1ls085wh,,13
p7EP9qMVwqg,202405,Me0dT6DRkKk,c6giVLetbtS,,8
p7EP9qMVwqg,202405,Me0dT6DRkKk,d6H2uRuFu1t,,15
p7EP9qMVwqg,202405,Me0dT6DRkKk,FWUa85QQgwr,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,q05S3F3dR5x,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,bcE84lWmc6J,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,VnG1bujYXFO,,12
p7EP9qMVwqg,202405,Me0dT6DRkKk,ggKrFA13JV4,,3
p7EP9qMVwqg,202405,Me0dT6DRkKk,TQ1rNJaFOXG,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,q6626ce9TuF,,3
p7EP9qMVwqg,202405,Me0dT6DRkKk,yJV2FqniWS4,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,urBNBOj7wJ6,,2
p7EP9qMVwqg,202405,Me0dT6DRkKk,DZdOUyhJ7jY,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,KEYtOYaTX8f,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,zZ9qcv1TDrd,,2
p7EP9qMVwqg,202405,Me0dT6DRkKk,LNnXcqLQysq,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,YE2FhUwTqmw,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,Ex9UGjgH5kz,,2
p7EP9qMVwqg,202405,Me0dT6DRkKk,Oi2gHeBaXlg,,1
p7EP9qMVwqg,202405,Me0dT6DRkKk,yWgePqkmmHt,,1
xS1Lke6V3Mi,202405,Me0dT6DRkKk,qLX4sVePBgY,,1
xS1Lke6V3Mi,202405,Me0dT6DRkKk,kwtmCrGyQXV,,1
xS1Lke6V3Mi,202405,Me0dT6DRkKk,y96OLQ2E9lu,,1
afMU582wyjr,202405,O6AwtjumLhU,d6H2uRuFu1t,,6
afMU582wyjr,202405,O6AwtjumLhU,q6626ce9TuF,,14
afMU582wyjr,202405,O6AwtjumLhU,urBNBOj7wJ6,,5
afMU582wyjr,202405,O6AwtjumLhU,nAmNxGivtZp,,15
afMU582wyjr,202405,O6AwtjumLhU,Oi2gHeBaXlg,,3
afMU582wyjr,202405,O6AwtjumLhU,ggKrFA13JV4,,6
afMU582wyjr,202405,O6AwtjumLhU,DnVRKKNTMBf,,2
afMU582wyjr,202405,O6AwtjumLhU,Bkx1ls085wh,,7
afMU582wyjr,202405,O6AwtjumLhU,VnG1bujYXFO,,12
afMU582wyjr,202405,O6AwtjumLhU,c6giVLetbtS,,3
afMU582wyjr,202405,O6AwtjumLhU,DZdOUyhJ7jY,,1
afMU582wyjr,202405,O6AwtjumLhU,zZ9qcv1TDrd,,3
afMU582wyjr,202405,O6AwtjumLhU,Dt1XF1qdQEj,,4
afMU582wyjr,202405,O6AwtjumLhU,bcE84lWmc6J,,2
afMU582wyjr,202405,O6AwtjumLhU,yWgePqkmmHt,,1
p7EP9qMVwqg,202405,O6AwtjumLhU,Dt1XF1qdQEj,,37
p7EP9qMVwqg,202405,O6AwtjumLhU,q6626ce9TuF,,109
p7EP9qMVwqg,202405,O6AwtjumLhU,yJV2FqniWS4,,19
p7EP9qMVwqg,202405,O6AwtjumLhU,urBNBOj7wJ6,,23
p7EP9qMVwqg,202405,O6AwtjumLhU,zZ9qcv1TDrd,,23
p7EP9qMVwqg,202405,O6AwtjumLhU,nAmNxGivtZp,,118
p7EP9qMVwqg,202405,O6AwtjumLhU,ggKrFA13JV4,,131
p7EP9qMVwqg,202405,O6AwtjumLhU,d6H2uRuFu1t,,73
p7EP9qMVwqg,202405,O6AwtjumLhU,z1BDHlCs6ZQ,,13
p7EP9qMVwqg,202405,O6AwtjumLhU,Bkx1ls085wh,,34
p7EP9qMVwqg,202405,O6AwtjumLhU,VnG1bujYXFO,,111
p7EP9qMVwqg,202405,O6AwtjumLhU,DnVRKKNTMBf,,4
p7EP9qMVwqg,202405,O6AwtjumLhU,BkPc3fi0d9y,,23
p7EP9qMVwqg,202405,O6AwtjumLhU,bcE84lWmc6J,,66
p7EP9qMVwqg,202405,O6AwtjumLhU,c6giVLetbtS,,18
p7EP9qMVwqg,202405,O6AwtjumLhU,TQ1rNJaFOXG,,8
p7EP9qMVwqg,202405,O6AwtjumLhU,l3prxMDlmR2,,6
p7EP9qMVwqg,202405,O6AwtjumLhU,yWgePqkmmHt,,3
p7EP9qMVwqg,202405,O6AwtjumLhU,Oi2gHeBaXlg,,25
p7EP9qMVwqg,202405,O6AwtjumLhU,ZKxOEssIh8z,,10
p7EP9qMVwqg,202405,O6AwtjumLhU,KEYtOYaTX8f,,7
p7EP9qMVwqg,202405,O6AwtjumLhU,DZdOUyhJ7jY,,30
xS1Lke6V3Mi,202405,O6AwtjumLhU,XEpB6AWLFsL,,2
xS1Lke6V3Mi,202405,O6AwtjumLhU,JQvmQoGt2fF,,3
xS1Lke6V3Mi,202405,O6AwtjumLhU,TRrp9joSTDX,,1
xS1Lke6V3Mi,202405,O6AwtjumLhU,KZA7xMtgxmj,,1
xS1Lke6V3Mi,202405,O6AwtjumLhU,N2bU5BLFG7C,,1
afMU582wyjr,202405,PN6vjlhFZOc,nAmNxGivtZp,,3
afMU582wyjr,202405,PN6vjlhFZOc,bcE84lWmc6J,,2
afMU582wyjr,202405,PN6vjlhFZOc,l3prxMDlmR2,,1
afMU582wyjr,202405,PN6vjlhFZOc,d6H2uRuFu1t,,3
afMU582wyjr,202405,PN6vjlhFZOc,urBNBOj7wJ6,,2
afMU582wyjr,202405,PN6vjlhFZOc,DZdOUyhJ7jY,,1
afMU582wyjr,202405,PN6vjlhFZOc,q05S3F3dR5x,,1
afMU582wyjr,202405,PN6vjlhFZOc,VnG1bujYXFO,,1
afMU582wyjr,202405,PN6vjlhFZOc,z1BDHlCs6ZQ,,1
afMU582wyjr,202405,PN6vjlhFZOc,q6626ce9TuF,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,nAmNxGivtZp,,10
p7EP9qMVwqg,202405,PN6vjlhFZOc,bcE84lWmc6J,,9
p7EP9qMVwqg,202405,PN6vjlhFZOc,Bkx1ls085wh,,2
p7EP9qMVwqg,202405,PN6vjlhFZOc,YE2FhUwTqmw,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,l3prxMDlmR2,,2
p7EP9qMVwqg,202405,PN6vjlhFZOc,d6H2uRuFu1t,,9
p7EP9qMVwqg,202405,PN6vjlhFZOc,DZdOUyhJ7jY,,2
p7EP9qMVwqg,202405,PN6vjlhFZOc,urBNBOj7wJ6,,3
p7EP9qMVwqg,202405,PN6vjlhFZOc,q05S3F3dR5x,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,VnG1bujYXFO,,9
p7EP9qMVwqg,202405,PN6vjlhFZOc,z1BDHlCs6ZQ,,2
p7EP9qMVwqg,202405,PN6vjlhFZOc,q6626ce9TuF,,5
p7EP9qMVwqg,202405,PN6vjlhFZOc,ggKrFA13JV4,,7
p7EP9qMVwqg,202405,PN6vjlhFZOc,Oi2gHeBaXlg,,3
p7EP9qMVwqg,202405,PN6vjlhFZOc,yJV2FqniWS4,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,TQ1rNJaFOXG,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,c6giVLetbtS,,5
p7EP9qMVwqg,202405,PN6vjlhFZOc,zZ9qcv1TDrd,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,LNnXcqLQysq,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,KXYtnasHRY1,,1
p7EP9qMVwqg,202405,PN6vjlhFZOc,ejDqR1G98uX,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,tYUgvzb1vme,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,CRGd8gELPHe,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,qLX4sVePBgY,,2
xS1Lke6V3Mi,202405,PN6vjlhFZOc,PwQQZZ869V5,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,gEJ6qioKAKT,,2
xS1Lke6V3Mi,202405,PN6vjlhFZOc,kwtmCrGyQXV,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,XVVWpHSO2oX,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,rHGpmF6nIpk,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,GiLSQPBmkYO,,1
xS1Lke6V3Mi,202405,PN6vjlhFZOc,JQvmQoGt2fF,,1
afMU582wyjr,202405,QFPMqEHV52d,ggKrFA13JV4,,1
afMU582wyjr,202405,QFPMqEHV52d,Bkx1ls085wh,,1
p7EP9qMVwqg,202405,QFPMqEHV52d,ggKrFA13JV4,,1
p7EP9qMVwqg,202405,QFPMqEHV52d,d6H2uRuFu1t,,1
p7EP9qMVwqg,202405,QFPMqEHV52d,Bkx1ls085wh,,1
afMU582wyjr,202405,RUQjZiHdXwL,nAmNxGivtZp,,4
afMU582wyjr,202405,RUQjZiHdXwL,VnG1bujYXFO,,1
afMU582wyjr,202405,RUQjZiHdXwL,KXYtnasHRY1,,2
afMU582wyjr,202405,RUQjZiHdXwL,DZdOUyhJ7jY,,2
afMU582wyjr,202405,RUQjZiHdXwL,FWUa85QQgwr,,1
afMU582wyjr,202405,RUQjZiHdXwL,d6H2uRuFu1t,,3
afMU582wyjr,202405,RUQjZiHdXwL,c6giVLetbtS,,1
afMU582wyjr,202405,RUQjZiHdXwL,l3prxMDlmR2,,2
afMU582wyjr,202405,RUQjZiHdXwL,YE2FhUwTqmw,,1
afMU582wyjr,202405,RUQjZiHdXwL,Ex9UGjgH5kz,,1
p7EP9qMVwqg,202405,RUQjZiHdXwL,LNnXcqLQysq,,21
p7EP9qMVwqg,202405,RUQjZiHdXwL,VnG1bujYXFO,,59
p7EP9qMVwqg,202405,RUQjZiHdXwL,c6giVLetbtS,,46
p7EP9qMVwqg,202405,RUQjZiHdXwL,nAmNxGivtZp,,56
p7EP9qMVwqg,202405,RUQjZiHdXwL,KXYtnasHRY1,,14
