dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value
jHjC9XIJbhL,202405,K4Rp81pn9ke,ldWyKRgvIyU,,79
jHjC9XIJbhL,202405,K4Rp81pn9ke,az6WUd9cNW8,,89
jHjC9XIJbhL,202405,K4Rp81pn9ke,ydvrOz9X2My,,22
jHjC9XIJbhL,202405,K4Rp81pn9ke,zrFplyGIhtL,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,X1ckVzLvwRB,,43
jHjC9XIJbhL,202405,K4Rp81pn9ke,yPnEtFpqtt5,,10
jHjC9XIJbhL,202405,K4Rp81pn9ke,FmEMWg0TP1j,,3
jHjC9XIJbhL,202405,K4Rp81pn9ke,Q27GSYLDkGk,,2
jHjC9XIJbhL,202405,K4Rp81pn9ke,BoN2WhPnYl1,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,KAyyHkzmuL1,,2
jHjC9XIJbhL,202405,K4Rp81pn9ke,prSfkXlKE2r,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,Z2jmPAIHrel,,3
jHjC9XIJbhL,202405,K4Rp81pn9ke,TU97qv4vJ5O,,12
jHjC9XIJbhL,202405,K4Rp81pn9ke,pe07Wvr90Zc,,31
jHjC9XIJbhL,202405,K4Rp81pn9ke,MMyMkF05moq,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,f95YntMQY6i,,13
jHjC9XIJbhL,202405,K4Rp81pn9ke,HYtbCWnAdG9,,7
jHjC9XIJbhL,202405,K4Rp81pn9ke,RnKGfzcpePu,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,frIsAnU6KOZ,,7
jHjC9XIJbhL,202405,K4Rp81pn9ke,X8pGUJitiVE,,4
jHjC9XIJbhL,202405,K4Rp81pn9ke,KY39qXVMOj1,,3
jHjC9XIJbhL,202405,K4Rp81pn9ke,NHtO8EwLQ9l,,7
jHjC9XIJbhL,202405,K4Rp81pn9ke,yDfHPRaDxwe,,8
jHjC9XIJbhL,202405,K4Rp81pn9ke,NGYepD2stMO,,2
jHjC9XIJbhL,202405,K4Rp81pn9ke,NlZJe4oDEFK,,2
jHjC9XIJbhL,202405,K4Rp81pn9ke,z6KOjZfpQcx,,4
URyL7Dv9F4U,202405,KBwIeXdNrEP,axFk9jGNugE,,2
URyL7Dv9F4U,202405,KBwIeXdNrEP,LdmyQ035OAI,,3
URyL7Dv9F4U,202405,KBwIeXdNrEP,eYl3FyS4bO3,,1
URyL7Dv9F4U,202405,KBwIeXdNrEP,m86SGbjvx3c,,2
URyL7Dv9F4U,202405,KBwIeXdNrEP,DBgcRz5pwmx,,2
URyL7Dv9F4U,202405,KBwIeXdNrEP,gQdRcUWZFrU,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,fu8H9OdUyZ6,,4
VcYITWFtRPl,202405,KBwIeXdNrEP,XqbMOMJhdoo,,5
VcYITWFtRPl,202405,KBwIeXdNrEP,tNnfZGycqoK,,7
VcYITWFtRPl,202405,KBwIeXdNrEP,EsEgz70ex5M,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,eVb1NqOEUoq,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,zDtqexNpaj8,,2
VcYITWFtRPl,202405,KBwIeXdNrEP,ew4H9zzs0GI,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,WUOsioCfTH1,,5
VcYITWFtRPl,202405,KBwIeXdNrEP,XEIYBLvAzIb,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,rL9fEh5MSHf,,1
VcYITWFtRPl,202405,KBwIeXdNrEP,zRdpU5xlOQI,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,QZCuRi4MOLN,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,f95YntMQY6i,,10
YBdu7j2gGjC,202405,KBwIeXdNrEP,ltwvGENFQ0F,,12
YBdu7j2gGjC,202405,KBwIeXdNrEP,tDVcPbjxTPK,,4
YBdu7j2gGjC,202405,KBwIeXdNrEP,c4FaWCHZi2O,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,FmEMWg0TP1j,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,eSoHGswqAsd,,2
YBdu7j2gGjC,202405,KBwIeXdNrEP,az6WUd9cNW8,,6
YBdu7j2gGjC,202405,KBwIeXdNrEP,z6KOjZfpQcx,,6
YBdu7j2gGjC,202405,KBwIeXdNrEP,hyVPPHNEwLB,,9
YBdu7j2gGjC,202405,KBwIeXdNrEP,zrFplyGIhtL,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,Q27GSYLDkGk,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,X1ckVzLvwRB,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,HYtbCWnAdG9,,5
YBdu7j2gGjC,202405,KBwIeXdNrEP,MMyMkF05moq,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,BoN2WhPnYl1,,5
YBdu7j2gGjC,202405,KBwIeXdNrEP,TU97qv4vJ5O,,4
YBdu7j2gGjC,202405,KBwIeXdNrEP,Z2jmPAIHrel,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,NHtO8EwLQ9l,,2
YBdu7j2gGjC,202405,KBwIeXdNrEP,yPnEtFpqtt5,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,UQaQKObbrwj,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,NlZJe4oDEFK,,3
YBdu7j2gGjC,202405,KBwIeXdNrEP,pe07Wvr90Zc,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,QdKC55saRRw,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,ldWyKRgvIyU,,2
YBdu7j2gGjC,202405,KBwIeXdNrEP,rZH5lIUD4nH,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,Z0jVIrTmC1P,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,KAyyHkzmuL1,,2
YBdu7j2gGjC,202405,KBwIeXdNrEP,yDfHPRaDxwe,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,prSfkXlKE2r,,1
YBdu7j2gGjC,202405,KBwIeXdNrEP,ydvrOz9X2My,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,TU97qv4vJ5O,,31
jHjC9XIJbhL,202405,KBwIeXdNrEP,ydvrOz9X2My,,12
jHjC9XIJbhL,202405,KBwIeXdNrEP,NHtO8EwLQ9l,,13
jHjC9XIJbhL,202405,KBwIeXdNrEP,ltwvGENFQ0F,,4
jHjC9XIJbhL,202405,KBwIeXdNrEP,hyVPPHNEwLB,,25
jHjC9XIJbhL,202405,KBwIeXdNrEP,VZNJvQNlECI,,8
jHjC9XIJbhL,202405,KBwIeXdNrEP,c4FaWCHZi2O,,21
jHjC9XIJbhL,202405,KBwIeXdNrEP,pe07Wvr90Zc,,5
jHjC9XIJbhL,202405,KBwIeXdNrEP,az6WUd9cNW8,,16
jHjC9XIJbhL,202405,KBwIeXdNrEP,UQaQKObbrwj,,11
jHjC9XIJbhL,202405,KBwIeXdNrEP,ldWyKRgvIyU,,16
jHjC9XIJbhL,202405,KBwIeXdNrEP,Z2jmPAIHrel,,2
jHjC9XIJbhL,202405,KBwIeXdNrEP,Z0jVIrTmC1P,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,QZCuRi4MOLN,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,KY39qXVMOj1,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,X1ckVzLvwRB,,3
jHjC9XIJbhL,202405,KBwIeXdNrEP,f95YntMQY6i,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,tDVcPbjxTPK,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,FmEMWg0TP1j,,1
jHjC9XIJbhL,202405,KBwIeXdNrEP,NFKXwU6Oeta,,8
jHjC9XIJbhL,202405,KBwIeXdNrEP,NlZJe4oDEFK,,1
viytbgNBMks,202405,KBwIeXdNrEP,BoN2WhPnYl1,,3
viytbgNBMks,202405,KBwIeXdNrEP,NlZJe4oDEFK,,2
viytbgNBMks,202405,KBwIeXdNrEP,hyVPPHNEwLB,,5
viytbgNBMks,202405,KBwIeXdNrEP,MMyMkF05moq,,2
viytbgNBMks,202405,KBwIeXdNrEP,KY39qXVMOj1,,3
viytbgNBMks,202405,KBwIeXdNrEP,ltwvGENFQ0F,,4
viytbgNBMks,202405,KBwIeXdNrEP,QZCuRi4MOLN,,7
viytbgNBMks,202405,KBwIeXdNrEP,ydvrOz9X2My,,7
viytbgNBMks,202405,KBwIeXdNrEP,X8pGUJitiVE,,1
viytbgNBMks,202405,KBwIeXdNrEP,NHtO8EwLQ9l,,1
viytbgNBMks,202405,KBwIeXdNrEP,TU97qv4vJ5O,,6
viytbgNBMks,202405,KBwIeXdNrEP,KAyyHkzmuL1,,2
viytbgNBMks,202405,KBwIeXdNrEP,z6KOjZfpQcx,,1
viytbgNBMks,202405,KBwIeXdNrEP,ldWyKRgvIyU,,3
viytbgNBMks,202405,KBwIeXdNrEP,yPnEtFpqtt5,,4
viytbgNBMks,202405,KBwIeXdNrEP,pe07Wvr90Zc,,2
viytbgNBMks,202405,KBwIeXdNrEP,frIsAnU6KOZ,,3
viytbgNBMks,202405,KBwIeXdNrEP,X1ckVzLvwRB,,3
viytbgNBMks,202405,KBwIeXdNrEP,az6WUd9cNW8,,7
viytbgNBMks,202405,KBwIeXdNrEP,RnKGfzcpePu,,1
viytbgNBMks,202405,KBwIeXdNrEP,UQaQKObbrwj,,3
viytbgNBMks,202405,KBwIeXdNrEP,zrFplyGIhtL,,3
viytbgNBMks,202405,KBwIeXdNrEP,c4FaWCHZi2O,,4
viytbgNBMks,202405,KBwIeXdNrEP,NFKXwU6Oeta,,3
viytbgNBMks,202405,KBwIeXdNrEP,f95YntMQY6i,,3
viytbgNBMks,202405,KBwIeXdNrEP,Z2jmPAIHrel,,1
URyL7Dv9F4U,202405,KYB11OcHLUo,LdmyQ035OAI,,7
URyL7Dv9F4U,202405,KYB11OcHLUo,axFk9jGNugE,,5
URyL7Dv9F4U,202405,KYB11OcHLUo,m86SGbjvx3c,,6
URyL7Dv9F4U,202405,KYB11OcHLUo,gQdRcUWZFrU,,11
URyL7Dv9F4U,202405,KYB11OcHLUo,i4713V3D9wi,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,NFKXwU6Oeta,,18
YBdu7j2gGjC,202405,KYB11OcHLUo,pe07Wvr90Zc,,9
YBdu7j2gGjC,202405,KYB11OcHLUo,NHtO8EwLQ9l,,23
YBdu7j2gGjC,202405,KYB11OcHLUo,ltwvGENFQ0F,,22
YBdu7j2gGjC,202405,KYB11OcHLUo,VZNJvQNlECI,,8
YBdu7j2gGjC,202405,KYB11OcHLUo,az6WUd9cNW8,,24
YBdu7j2gGjC,202405,KYB11OcHLUo,X1ckVzLvwRB,,26
YBdu7j2gGjC,202405,KYB11OcHLUo,f95YntMQY6i,,31
YBdu7j2gGjC,202405,KYB11OcHLUo,ydvrOz9X2My,,29
YBdu7j2gGjC,202405,KYB11OcHLUo,TU97qv4vJ5O,,48
YBdu7j2gGjC,202405,KYB11OcHLUo,Z0jVIrTmC1P,,12
YBdu7j2gGjC,202405,KYB11OcHLUo,c4FaWCHZi2O,,27
YBdu7j2gGjC,202405,KYB11OcHLUo,hyVPPHNEwLB,,43
YBdu7j2gGjC,202405,KYB11OcHLUo,frIsAnU6KOZ,,6
YBdu7j2gGjC,202405,KYB11OcHLUo,UQaQKObbrwj,,12
YBdu7j2gGjC,202405,KYB11OcHLUo,ldWyKRgvIyU,,22
YBdu7j2gGjC,202405,KYB11OcHLUo,yDfHPRaDxwe,,5
YBdu7j2gGjC,202405,KYB11OcHLUo,zrFplyGIhtL,,3
YBdu7j2gGjC,202405,KYB11OcHLUo,prSfkXlKE2r,,9
YBdu7j2gGjC,202405,KYB11OcHLUo,PFWJho4V0Bq,,4
YBdu7j2gGjC,202405,KYB11OcHLUo,QZCuRi4MOLN,,4
YBdu7j2gGjC,202405,KYB11OcHLUo,NGYepD2stMO,,2
YBdu7j2gGjC,202405,KYB11OcHLUo,Q27GSYLDkGk,,2
YBdu7j2gGjC,202405,KYB11OcHLUo,BoN2WhPnYl1,,3
YBdu7j2gGjC,202405,KYB11OcHLUo,NlZJe4oDEFK,,4
YBdu7j2gGjC,202405,KYB11OcHLUo,tDVcPbjxTPK,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,z6KOjZfpQcx,,3
YBdu7j2gGjC,202405,KYB11OcHLUo,RnKGfzcpePu,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,rZH5lIUD4nH,,2
YBdu7j2gGjC,202405,KYB11OcHLUo,FmEMWg0TP1j,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,X8pGUJitiVE,,3
YBdu7j2gGjC,202405,KYB11OcHLUo,Z2jmPAIHrel,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,MMyMkF05moq,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,HYtbCWnAdG9,,1
YBdu7j2gGjC,202405,KYB11OcHLUo,KY39qXVMOj1,,1
jHjC9XIJbhL,202405,KYB11OcHLUo,QZCuRi4MOLN,,4
jHjC9XIJbhL,202405,KYB11OcHLUo,TU97qv4vJ5O,,30
jHjC9XIJbhL,202405,KYB11OcHLUo,UQaQKObbrwj,,21
jHjC9XIJbhL,202405,KYB11OcHLUo,ldWyKRgvIyU,,20
jHjC9XIJbhL,202405,KYB11OcHLUo,hyVPPHNEwLB,,26
jHjC9XIJbhL,202405,KYB11OcHLUo,az6WUd9cNW8,,26
jHjC9XIJbhL,202405,KYB11OcHLUo,c4FaWCHZi2O,,28
jHjC9XIJbhL,202405,KYB11OcHLUo,VZNJvQNlECI,,4
jHjC9XIJbhL,202405,KYB11OcHLUo,X1ckVzLvwRB,,10
jHjC9XIJbhL,202405,KYB11OcHLUo,pe07Wvr90Zc,,9
jHjC9XIJbhL,202405,KYB11OcHLUo,NFKXwU6Oeta,,3
jHjC9XIJbhL,202405,KYB11OcHLUo,f95YntMQY6i,,8
jHjC9XIJbhL,202405,KYB11OcHLUo,ydvrOz9X2My,,13
jHjC9XIJbhL,202405,KYB11OcHLUo,KAyyHkzmuL1,,2
jHjC9XIJbhL,202405,KYB11OcHLUo,yDfHPRaDxwe,,2
jHjC9XIJbhL,202405,KYB11OcHLUo,NHtO8EwLQ9l,,6
jHjC9XIJbhL,202405,KYB11OcHLUo,Z0jVIrTmC1P,,3
jHjC9XIJbhL,202405,KYB11OcHLUo,ltwvGENFQ0F,,2
jHjC9XIJbhL,202405,KYB11OcHLUo,RnKGfzcpePu,,2
jHjC9XIJbhL,202405,KYB11OcHLUo,X8pGUJitiVE,,2
jHjC9XIJbhL,202405,KYB11OcHLUo,eSoHGswqAsd,,1
jHjC9XIJbhL,202405,KYB11OcHLUo,QNgjY1xNF2S,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,NFKXwU6Oeta,,6
qZAq6ABJe2I,202405,KYB11OcHLUo,Z0jVIrTmC1P,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,ydvrOz9X2My,,4
qZAq6ABJe2I,202405,KYB11OcHLUo,X1ckVzLvwRB,,22
qZAq6ABJe2I,202405,KYB11OcHLUo,f95YntMQY6i,,22
qZAq6ABJe2I,202405,KYB11OcHLUo,VZNJvQNlECI,,4
qZAq6ABJe2I,202405,KYB11OcHLUo,HYtbCWnAdG9,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,hyVPPHNEwLB,,6
qZAq6ABJe2I,202405,KYB11OcHLUo,FmEMWg0TP1j,,2
qZAq6ABJe2I,202405,KYB11OcHLUo,az6WUd9cNW8,,6
qZAq6ABJe2I,202405,KYB11OcHLUo,ltwvGENFQ0F,,10
qZAq6ABJe2I,202405,KYB11OcHLUo,c4FaWCHZi2O,,6
qZAq6ABJe2I,202405,KYB11OcHLUo,TU97qv4vJ5O,,5
qZAq6ABJe2I,202405,KYB11OcHLUo,UQaQKObbrwj,,7
qZAq6ABJe2I,202405,KYB11OcHLUo,MMyMkF05moq,,2
qZAq6ABJe2I,202405,KYB11OcHLUo,NHtO8EwLQ9l,,4
qZAq6ABJe2I,202405,KYB11OcHLUo,ldWyKRgvIyU,,4
qZAq6ABJe2I,202405,KYB11OcHLUo,NGYepD2stMO,,2
qZAq6ABJe2I,202405,KYB11OcHLUo,Z2jmPAIHrel,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,BoN2WhPnYl1,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,QZCuRi4MOLN,,2
qZAq6ABJe2I,202405,KYB11OcHLUo,yPnEtFpqtt5,,1
qZAq6ABJe2I,202405,KYB11OcHLUo,pe07Wvr90Zc,,3
qZAq6ABJe2I,202405,KYB11OcHLUo,z6KOjZfpQcx,,1
viytbgNBMks,202405,KYB11OcHLUo,ltwvGENFQ0F,,1
viytbgNBMks,202405,KYB11OcHLUo,RnKGfzcpePu,,14
viytbgNBMks,202405,KYB11OcHLUo,PFWJho4V0Bq,,20
viytbgNBMks,202405,KYB11OcHLUo,prSfkXlKE2r,,14
viytbgNBMks,202405,KYB11OcHLUo,X8pGUJitiVE,,17
viytbgNBMks,202405,KYB11OcHLUo,yDfHPRaDxwe,,10
viytbgNBMks,202405,KYB11OcHLUo,frIsAnU6KOZ,,10
viytbgNBMks,202405,KYB11OcHLUo,ydvrOz9X2My,,1
viytbgNBMks,202405,KYB11OcHLUo,QZCuRi4MOLN,,1
URyL7Dv9F4U,202405,LkGWB1A0zSy,LdmyQ035OAI,,76
URyL7Dv9F4U,202405,LkGWB1A0zSy,m86SGbjvx3c,,47
URyL7Dv9F4U,202405,LkGWB1A0zSy,gQdRcUWZFrU,,61
URyL7Dv9F4U,202405,LkGWB1A0zSy,DBgcRz5pwmx,,25
URyL7Dv9F4U,202405,LkGWB1A0zSy,eYl3FyS4bO3,,5
URyL7Dv9F4U,202405,LkGWB1A0zSy,axFk9jGNugE,,75
URyL7Dv9F4U,202405,LkGWB1A0zSy,THz9WIOohkb,,3
URyL7Dv9F4U,202405,LkGWB1A0zSy,MRGBPtNHxDx,,2
URyL7Dv9F4U,202405,LkGWB1A0zSy,OagU5JAnAB2,,2
URyL7Dv9F4U,202405,LkGWB1A0zSy,i4713V3D9wi,,1
VcYITWFtRPl,202405,LkGWB1A0zSy,EsEgz70ex5M,,1
VcYITWFtRPl,202405,LkGWB1A0zSy,tNnfZGycqoK,,3
VcYITWFtRPl,202405,LkGWB1A0zSy,zRdpU5xlOQI,,5
VcYITWFtRPl,202405,LkGWB1A0zSy,XqbMOMJhdoo,,4
VcYITWFtRPl,202405,LkGWB1A0zSy,mN07ApGjAKh,,1
VcYITWFtRPl,202405,LkGWB1A0zSy,eVb1NqOEUoq,,1
VcYITWFtRPl,202405,LkGWB1A0zSy,XDgqQlbNOma,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,f95YntMQY6i,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,PFWJho4V0Bq,,2
YBdu7j2gGjC,202405,LkGWB1A0zSy,ydvrOz9X2My,,10
YBdu7j2gGjC,202405,LkGWB1A0zSy,prSfkXlKE2r,,2
YBdu7j2gGjC,202405,LkGWB1A0zSy,TU97qv4vJ5O,,8
YBdu7j2gGjC,202405,LkGWB1A0zSy,MMyMkF05moq,,4
YBdu7j2gGjC,202405,LkGWB1A0zSy,yDfHPRaDxwe,,3
YBdu7j2gGjC,202405,LkGWB1A0zSy,Z0jVIrTmC1P,,4
YBdu7j2gGjC,202405,LkGWB1A0zSy,ltwvGENFQ0F,,4
YBdu7j2gGjC,202405,LkGWB1A0zSy,NHtO8EwLQ9l,,5
YBdu7j2gGjC,202405,LkGWB1A0zSy,hyVPPHNEwLB,,13
YBdu7j2gGjC,202405,LkGWB1A0zSy,az6WUd9cNW8,,3
YBdu7j2gGjC,202405,LkGWB1A0zSy,VZNJvQNlECI,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,BoN2WhPnYl1,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,ldWyKRgvIyU,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,frIsAnU6KOZ,,2
YBdu7j2gGjC,202405,LkGWB1A0zSy,Z2jmPAIHrel,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,UQaQKObbrwj,,1
YBdu7j2gGjC,202405,LkGWB1A0zSy,NFKXwU6Oeta,,2
YBdu7j2gGjC,202405,LkGWB1A0zSy,c4FaWCHZi2O,,1
